CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,Hour,TimeOfDay,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
1813,100090001202601813,Tumakuru,1,2026-02-19,2026,2,1,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.31093,77.05473
1814,100010001202501814,Bengaluru City,1,2025-07-06,2025,7,23,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,12.91461,77.70946
1815,100040002202501815,Mangaluru (Dakshina Kannada),2,2025-02-13,2025,2,11,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,12.99117,74.91439
1816,100050001202301816,Belagavi,1,2023-12-06,2023,12,11,Morning (6AM-12PM),FIR,Non-Heinous,Narcotics,NDPS Possession,Charge Sheeted,15.74132,74.44609
1817,100170001202501817,Kolar,1,2025-09-24,2025,9,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.05733,78.10608
1818,100020003202301818,Bengaluru Rural,3,2023-06-09,2023,6,9,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,13.18465,77.58201
1819,100140003202601819,Bidar,3,2026-01-26,2026,1,22,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,18.01559,77.50274
1820,100070004202301820,Hubballi-Dharwad,4,2023-09-07,2023,9,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.37058,75.2102
1821,100270004202501821,Bagalkot,4,2025-08-23,2025,8,2,Night (12AM-6AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,15.98363,75.73277
1822,100140004202501822,Bidar,4,2025-08-11,2025,8,19,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Closed,17.94802,77.50306
1823,100200002202401823,Chitradurga,2,2024-07-08,2024,7,23,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,14.20206,76.32177
1824,100090004202601824,Tumakuru,4,2026-03-18,2026,3,6,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Burglary,False Case,13.22725,77.18179
1825,100010004202501825,Bengaluru City,4,2025-04-07,2025,4,2,Night (12AM-6AM),FIR,Non-Heinous,Public Order,Rioting,Closed,13.05585,77.59763
1826,100020002202601826,Bengaluru Rural,2,2026-03-23,2026,3,4,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.29583,77.51163
1827,100160001202201827,Udupi,1,2022-09-27,2022,9,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Phishing,Undetected,13.24086,74.75014
1828,700160002202601828,Udupi,2,2026-07-27,2026,7,17,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Economic Offences,Cheating,Closed,13.32002,74.67742
1829,100020002202401829,Bengaluru Rural,2,2024-04-14,2024,4,20,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,13.26236,77.45288
1830,700130001202501830,Raichur,1,2025-08-08,2025,8,8,Morning (6AM-12PM),Zero FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,16.227,77.33559
1831,700060001202601831,Kalaburagi,1,2026-10-02,2026,10,23,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,17.31711,76.97669
1832,100080003202201832,Ballari,3,2022-11-24,2022,11,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,15.11695,76.92337
1833,100250004202501833,Ramanagara,4,2025-05-20,2025,5,22,Evening (6PM-12AM),PAR,Non-Heinous,Crimes Against Body,Assault,Closed,12.61644,77.23182
1834,100240002202401834,Kodagu,2,2024-10-09,2024,10,20,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,12.42413,75.86558
1835,100040004202201835,Mangaluru (Dakshina Kannada),4,2022-06-22,2022,6,8,Morning (6AM-12PM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.0041,74.80972
1836,100020003202201836,Bengaluru Rural,3,2022-03-25,2022,3,5,Night (12AM-6AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Under Investigation,13.17443,77.41257
1837,100280003202601837,Haveri,3,2026-07-22,2026,7,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Women,Molestation,False Case,14.78621,75.39031
1838,100060003202501838,Kalaburagi,3,2025-09-15,2025,9,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Closed,17.34062,76.78626
1839,100090002202501839,Tumakuru,2,2025-03-20,2025,3,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.3037,77.09578
1840,100010001202601840,Bengaluru City,1,2026-08-24,2026,8,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Cheating,Under Investigation,12.93292,77.60549
1841,100190003202601841,Hassan,3,2026-03-27,2026,3,4,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.0804,76.12769
1842,100170002202501842,Kolar,2,2025-04-18,2025,4,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.09381,78.01063
1843,100280003202401843,Haveri,3,2024-05-09,2024,5,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Theft,Closed,14.96035,75.39162
1844,100170004202501844,Kolar,4,2025-03-08,2025,3,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.07053,78.14463
1845,100170002202601845,Kolar,2,2026-11-18,2026,11,3,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,13.13254,78.17488
1846,700070003202501846,Hubballi-Dharwad,3,2025-02-13,2025,2,21,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.46481,75.22546
1847,100050002202501847,Belagavi,2,2025-01-22,2025,1,11,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,15.83477,74.58944
1848,100050004202601848,Belagavi,4,2026-02-01,2026,2,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,15.8237,74.52761
1849,100210003202301849,Koppal,3,2023-12-19,2023,12,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Undetected,15.33369,76.03197
1850,100100004202601850,Shivamogga,4,2026-10-09,2026,10,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,13.95106,75.54858
1851,100040001202401851,Mangaluru (Dakshina Kannada),1,2024-05-21,2024,5,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,12.89739,74.97127
1852,100270002202501852,Bagalkot,2,2025-02-15,2025,2,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Theft,False Case,16.15969,75.57956
1853,100080004202401853,Ballari,4,2024-11-22,2024,11,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,15.13739,76.90743
1854,100190002202401854,Hassan,2,2024-06-04,2024,6,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Undetected,12.94154,76.12279
1855,100110002202401855,Davanagere,2,2024-01-24,2024,1,9,Morning (6AM-12PM),PAR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,14.34269,75.91057
1856,100030004202501856,Mysuru,4,2025-05-23,2025,5,6,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,12.36356,76.60299
1857,100190003202501857,Hassan,3,2025-04-08,2025,4,15,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.98457,76.11401
1858,100170002202301858,Kolar,2,2023-03-09,2023,3,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Assault,False Case,13.15172,78.19147
1859,100270002202201859,Bagalkot,2,2022-08-20,2022,8,5,Night (12AM-6AM),FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,16.18282,75.57055
1860,100110004202401860,Davanagere,4,2024-07-14,2024,7,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Theft,Undetected,14.47257,75.94898
1861,100010003202401861,Bengaluru City,3,2024-06-16,2024,6,18,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,12.95965,77.58522
1862,100140002202401862,Bidar,2,2024-12-21,2024,12,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,17.81683,77.56027
1863,100030003202601863,Mysuru,3,2026-04-07,2026,4,19,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,False Case,12.34369,76.67096
1864,100230002202301864,Chamarajanagar,2,2023-02-02,2023,2,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Theft,Closed,11.844,77.04072
1865,100060004202401865,Kalaburagi,4,2024-12-06,2024,12,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Undetected,17.36106,76.82785
1866,100020002202501866,Bengaluru Rural,2,2025-03-02,2025,3,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,13.29543,77.51741
1867,100250004202201867,Ramanagara,4,2022-08-24,2022,8,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,12.74513,77.22869
1868,100080003202601868,Ballari,3,2026-08-20,2026,8,22,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Murder,Charge Sheeted,15.11156,76.92202
1869,100190001202601869,Hassan,1,2026-06-16,2026,6,10,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Molestation,False Case,13.05466,76.0647
1870,100050004202201870,Belagavi,4,2022-08-14,2022,8,23,Evening (6PM-12AM),FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,15.81312,74.54358
1871,100210002202301871,Koppal,2,2023-06-19,2023,6,19,Evening (6PM-12AM),PAR,Heinous,Crimes Against Women,Molestation,Under Investigation,15.34453,76.13618
1872,100020001202401872,Bengaluru Rural,1,2024-09-04,2024,9,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.32809,77.49539
1873,100160004202401873,Udupi,4,2024-05-27,2024,5,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,13.47532,74.80436
1874,100190003202601874,Hassan,3,2026-12-21,2026,12,7,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.0204,76.20985
1875,400030003202601875,Mysuru,3,2026-11-15,2026,11,22,Evening (6PM-12AM),UDR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,12.27602,76.61724
1876,100290004202501876,Gadag,4,2025-03-12,2025,3,16,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,15.47196,75.7512
1877,100060001202601877,Kalaburagi,1,2026-01-13,2026,1,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Theft,Closed,17.3753,76.68417
1878,100240001202501878,Kodagu,1,2025-09-26,2025,9,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,12.35324,75.91528
1879,100160001202601879,Udupi,1,2026-12-03,2026,12,20,Evening (6PM-12AM),FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,13.42602,74.7506
1880,100020004202201880,Bengaluru Rural,4,2022-02-09,2022,2,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Economic Offences,Forgery,False Case,13.24427,77.55094
1881,100020001202301881,Bengaluru Rural,1,2023-09-11,2023,9,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,13.33719,77.59235
1882,100050001202401882,Belagavi,1,2024-11-02,2024,11,10,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Closed,15.87116,74.39125
1883,400020004202601883,Bengaluru Rural,4,2026-04-01,2026,4,22,Evening (6PM-12AM),UDR,Heinous,Crimes Against Body,Murder,Under Investigation,13.28273,77.53013
1884,100250001202401884,Ramanagara,1,2024-02-17,2024,2,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Closed,12.78126,77.34455
1885,100140002202501885,Bidar,2,2025-12-21,2025,12,22,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,17.95199,77.59617
1886,100230003202401886,Chamarajanagar,3,2024-07-02,2024,7,10,Morning (6AM-12PM),PAR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,11.96258,77.06473
1887,100010003202501887,Bengaluru City,3,2025-08-04,2025,8,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,12.97888,77.61525
1888,100270004202201888,Bagalkot,4,2022-02-21,2022,2,15,Afternoon (12PM-6PM),PAR,Heinous,Narcotics,NDPS Trafficking,Undetected,16.15725,75.72137
1889,100220002202401889,Yadgir,2,2024-07-08,2024,7,18,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Undetected,16.64005,77.1949
1890,100260003202201890,Chikkaballapur,3,2022-10-14,2022,10,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,13.40304,77.80436
1891,100070001202301891,Hubballi-Dharwad,1,2023-12-14,2023,12,1,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Undetected,15.40171,75.04426
1892,100220004202601892,Yadgir,4,2026-06-06,2026,6,6,Morning (6AM-12PM),FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,16.84802,77.06828
1893,100180002202201893,Mandya,2,2022-05-19,2022,5,7,Morning (6AM-12PM),PAR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.58174,76.84653
1894,100050003202401894,Belagavi,3,2024-04-12,2024,4,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,15.82037,74.47308
1895,100050001202501895,Belagavi,1,2025-04-23,2025,4,22,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,15.89385,74.55772
1896,100090003202501896,Tumakuru,3,2025-04-14,2025,4,17,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.32558,77.04133
1897,100230001202501897,Chamarajanagar,1,2025-10-09,2025,10,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Under Investigation,11.99064,77.08248
1898,700040001202501898,Mangaluru (Dakshina Kannada),1,2025-01-17,2025,1,5,Night (12AM-6AM),Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,12.89231,74.88302
1899,700190002202501899,Hassan,2,2025-06-02,2025,6,12,Afternoon (12PM-6PM),Zero FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.0673,76.07644
1900,100220002202501900,Yadgir,2,2025-07-04,2025,7,12,Afternoon (12PM-6PM),FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,16.73353,77.16786
1901,400190001202601901,Hassan,1,2026-07-25,2026,7,13,Afternoon (12PM-6PM),UDR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,12.87409,76.13695
1902,700030002202501902,Mysuru,2,2025-11-16,2025,11,0,Night (12AM-6AM),Zero FIR,Non-Heinous,Economic Offences,Forgery,Closed,12.35902,76.64466
1903,100220003202501903,Yadgir,3,2025-08-24,2025,8,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,16.75671,77.13143
1904,100030001202601904,Mysuru,1,2026-05-26,2026,5,0,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Sexual Assault,False Case,12.27174,76.67574
1905,100090001202601905,Tumakuru,1,2026-04-05,2026,4,13,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Molestation,False Case,13.29291,77.07819
1906,100050001202601906,Belagavi,1,2026-04-10,2026,4,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,15.98498,74.45288
1907,400050003202401907,Belagavi,3,2024-01-14,2024,1,8,Morning (6AM-12PM),UDR,Heinous,Crimes Against Women,Dowry Harassment,False Case,15.93339,74.54851
1908,100060002202601908,Kalaburagi,2,2026-07-08,2026,7,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,17.29126,76.88179
1909,100020003202601909,Bengaluru Rural,3,2026-12-07,2026,12,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.29653,77.44339
1910,100160001202301910,Udupi,1,2023-07-24,2023,7,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Murder,Closed,13.41113,74.77364
1911,700110004202501911,Davanagere,4,2025-09-16,2025,9,7,Morning (6AM-12PM),Zero FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,14.50624,75.87575
1912,100010003202201912,Bengaluru City,3,2022-03-22,2022,3,6,Morning (6AM-12PM),FIR,Non-Heinous,Narcotics,NDPS Possession,Closed,12.86466,77.62836
1913,100120003202401913,Vijayapura,3,2024-09-24,2024,9,15,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,16.86894,75.77232
1914,100200004202401914,Chitradurga,4,2024-03-24,2024,3,10,Morning (6AM-12PM),FIR,Non-Heinous,Cyber Crime,Phishing,Undetected,14.18084,76.40209
1915,100150003202501915,Chikkamagaluru,3,2025-09-08,2025,9,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Women,Domestic Violence,Closed,13.25164,75.87989
1916,100010003202201916,Bengaluru City,3,2022-02-17,2022,2,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,13.0813,77.57989
1917,100010001202201917,Bengaluru City,1,2022-01-16,2022,1,22,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,12.91489,77.51887
1918,100030001202601918,Mysuru,1,2026-09-27,2026,9,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Assault,False Case,12.22668,76.63627
1919,100020004202501919,Bengaluru Rural,4,2025-07-15,2025,7,10,Morning (6AM-12PM),FIR,Heinous,Crimes Against Body,Murder,Undetected,13.259,77.45568
1920,100050002202501920,Belagavi,2,2025-10-23,2025,10,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,15.92757,74.58283
1921,100150003202601921,Chikkamagaluru,3,2026-09-15,2026,9,12,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Body,Assault,False Case,13.30306,75.76521
1922,100190004202501922,Hassan,4,2025-12-08,2025,12,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Under Investigation,13.0188,75.97786
1923,700250004202601923,Ramanagara,4,2026-12-07,2026,12,0,Night (12AM-6AM),Zero FIR,Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,12.67466,77.25739
1924,100060003202301924,Kalaburagi,3,2023-07-01,2023,7,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,False Case,17.37314,76.80243
1925,100010001202501925,Bengaluru City,1,2025-07-27,2025,7,20,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,13.02337,77.50178
1926,100180004202301926,Mandya,4,2023-05-25,2023,5,19,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,False Case,12.57879,76.8629
1927,100230002202601927,Chamarajanagar,2,2026-11-20,2026,11,2,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,11.80101,76.86129
1928,100160002202601928,Udupi,2,2026-11-18,2026,11,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.41496,74.74776
1929,700080003202601929,Ballari,3,2026-06-23,2026,6,9,Morning (6AM-12PM),Zero FIR,Non-Heinous,Economic Offences,Forgery,Closed,15.19228,76.95635
1930,100130002202601930,Raichur,2,2026-06-10,2026,6,22,Evening (6PM-12AM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Undetected,16.31693,77.35114
1931,100100001202601931,Shivamogga,1,2026-12-03,2026,12,17,Afternoon (12PM-6PM),FIR,Non-Heinous,Crimes Against Property,Theft,Closed,14.0217,75.55848
1932,100010003202301932,Bengaluru City,3,2023-09-05,2023,9,21,Evening (6PM-12AM),PAR,Heinous,Crimes Against Body,Murder,Charge Sheeted,12.98545,77.56337
1933,400150003202301933,Chikkamagaluru,3,2023-11-15,2023,11,21,Evening (6PM-12AM),UDR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.33189,75.78018
1934,100010004202201934,Bengaluru City,4,2022-05-15,2022,5,0,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Body,Assault,False Case,12.8737,77.54175
1935,100070004202601935,Hubballi-Dharwad,4,2026-08-25,2026,8,14,Afternoon (12PM-6PM),FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,15.43357,75.15266
1936,400160004202301936,Udupi,4,2023-10-08,2023,10,15,Afternoon (12PM-6PM),UDR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,13.3523,74.80408
1937,100050003202401937,Belagavi,3,2024-10-12,2024,10,7,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Burglary,Undetected,15.8235,74.45348
1938,100070004202201938,Hubballi-Dharwad,4,2022-10-27,2022,10,5,Night (12AM-6AM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.40021,75.10181
1939,100260002202301939,Chikkaballapur,2,2023-08-14,2023,8,9,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,13.40066,77.73549
1940,100020003202601940,Bengaluru Rural,3,2026-08-23,2026,8,6,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,13.30583,77.62351
1941,100130004202301941,Raichur,4,2023-09-26,2023,9,21,Evening (6PM-12AM),FIR,Non-Heinous,Crimes Against Body,Assault,Closed,16.18244,77.32992
1942,700290001202601942,Gadag,1,2026-06-21,2026,6,19,Evening (6PM-12AM),Zero FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Under Investigation,15.43838,75.62353
1943,100250004202401943,Ramanagara,4,2024-03-04,2024,3,5,Night (12AM-6AM),FIR,Heinous,Crimes Against Women,Molestation,False Case,12.71409,77.25803
1944,100010001202401944,Bengaluru City,1,2024-02-27,2024,2,21,Evening (6PM-12AM),FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,13.0007,77.68202
1945,100150002202501945,Chikkamagaluru,2,2025-09-09,2025,9,11,Morning (6AM-12PM),FIR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,13.39311,75.804
