AccusedMasterID,CaseMasterID,PersonID,GenderID,AgeYear,District,ModusOperandi,RepeatIdentity
2208,1580,A1,M,34,Hassan,Stalking Prior to Offence,2208
2209,1581,A1,M,36,Kodagu,SIM-Swap Fraud,2209
2210,1582,A1,M,22,Mysuru,Cheque Bounce Fraud,2210
2211,1583,A1,M,19,Bengaluru City,Workplace Harassment,2211
2212,1583,A2,M,30,Bengaluru City,Workplace Harassment,2212
2213,1583,A3,M,18,Bengaluru City,Known-Person Domestic Abuse,2213
2214,1585,A1,M,26,Shivamogga,Confrontation over Dispute,2214
2215,1586,A1,M,25,Belagavi,Confrontation over Dispute,2215
2216,1586,A2,M,28,Belagavi,Sudden Armed Assault,2216
2217,1587,A1,M,37,Bengaluru Rural,Weapon-Assisted Assault,2217
2218,1588,A1,M,18,Kalaburagi,Weapon-Assisted Assault,2218
2219,1589,A1,M,41,Mandya,Snatching in Transit,2219
2220,1589,A2,M,36,Mandya,Break-in via Rear Entry,2220
2221,1590,A1,M,21,Bengaluru City,Shop Lock-Break,2221
2222,1590,A2,M,22,Bengaluru City,Shop Lock-Break,2222
2223,1591,A1,M,62,Bengaluru Rural,Chit Fund Default,2223
2224,1591,A2,F,23,Bengaluru Rural,Shell Company Cheating,2224
2225,1592,A1,M,22,Ramanagara,Workplace Harassment,2225
2226,1592,A2,M,31,Ramanagara,Workplace Harassment,2226
2227,1593,A1,M,33,Belagavi,Sudden Armed Assault,2227
2228,1594,A1,M,42,Bengaluru Rural,Chit Fund Default,2228
2229,1596,A1,M,18,Gadag,Fake Investment App,2229
2230,1597,A1,M,33,Belagavi,Cheque Bounce Fraud,2230
2231,1597,A2,M,28,Belagavi,Shell Company Cheating,2231
2232,1597,A3,M,16,Belagavi,Forged Document Trail,2232
2233,1599,A1,M,37,Tumakuru,Social Media Impersonation,2233
2234,1600,A1,M,38,Bengaluru Rural,Weapon-Assisted Assault,2234
2235,1600,A2,M,25,Bengaluru Rural,Weapon-Assisted Assault,2235
2236,1601,A1,M,22,Hassan,Snatching in Transit,2236
2237,1601,A2,M,20,Hassan,Shop Lock-Break,2237
2238,1602,A1,M,19,Mysuru,Cheque Bounce Fraud,2238
2239,1603,A1,F,16,Belagavi,Known-Person Domestic Abuse,2239
2240,1603,A2,M,33,Belagavi,Workplace Harassment,2240
2241,1603,A3,F,26,Belagavi,Workplace Harassment,2241
2242,1604,A1,M,16,Koppal,Stalking Prior to Offence,2242
2243,1604,A2,M,41,Koppal,Workplace Harassment,2243
2244,1605,A1,F,23,Ramanagara,Vehicle Theft (Parked),2244
2245,1606,A1,F,35,Bengaluru City,SIM-Swap Fraud,2245
2246,1606,A2,M,37,Bengaluru City,Fake Investment App,2246
2247,1606,A3,M,30,Bengaluru City,Social Media Impersonation,2247
2248,1607,A1,M,28,Chikkaballapur,Dowry-Related Coercion,2248
2249,1608,A1,M,28,Davanagere,Known-Person Domestic Abuse,2249
2250,1608,A2,M,32,Davanagere,Known-Person Domestic Abuse,2250
2251,1609,A1,M,24,Bengaluru Rural,Group Attack (Prior Enmity),2251
2252,1609,A2,F,37,Bengaluru Rural,Sudden Armed Assault,2252
2253,1610,A1,M,25,Tumakuru,Fake Investment App,2253
2254,1611,A1,F,40,Bengaluru Rural,Break-in via Rear Entry,2254
2255,1612,A1,M,28,Tumakuru,Sudden Armed Assault,2255
2256,1612,A2,M,18,Tumakuru,Weapon-Assisted Assault,2256
2257,1612,A3,M,33,Tumakuru,Sudden Armed Assault,2257
2258,1613,A1,M,39,Chamarajanagar,Dowry-Related Coercion,2258
2259,1614,A1,M,32,Yadgir,Sudden Armed Assault,2259
2260,1614,A2,M,16,Yadgir,Sudden Armed Assault,2260
2261,1615,A1,F,50,Tumakuru,Chit Fund Default,2261
2262,1616,A1,M,27,Mangaluru (Dakshina Kannada),Shop Lock-Break,2262
2263,1616,A2,M,26,Mangaluru (Dakshina Kannada),Shop Lock-Break,2263
2264,1617,A1,F,16,Raichur,Cross-Border Transit Route,2264
2265,1617,A2,M,20,Raichur,Courier via Public Transport,2265
2266,1618,A1,M,25,Chamarajanagar,Courier via Public Transport,2266
2267,1619,A1,M,55,Hassan,Social Media Impersonation,2267
2268,1619,A2,M,40,Hassan,Fake Investment App,2268
2269,1620,A1,F,33,Hassan,Confrontation over Dispute,2269
2270,1621,A1,M,24,Yadgir,Chit Fund Default,2270
2271,1621,A2,M,20,Yadgir,Shell Company Cheating,2271
2272,1622,A1,M,27,Bengaluru Rural,Sudden Armed Assault,2272
2273,1623,A1,M,46,Belagavi,Shop Lock-Break,2273
2274,1623,A2,M,30,Belagavi,Snatching in Transit,2274
2275,1624,A1,M,21,Hassan,Workplace Harassment,2275
2276,1624,A2,M,17,Hassan,Stalking Prior to Offence,2276
2277,1625,A1,M,38,Belagavi,Vehicle Theft (Parked),2277
2278,1626,A1,M,31,Chikkaballapur,Known-Person Domestic Abuse,2278
2279,1626,A2,M,26,Chikkaballapur,Stalking Prior to Offence,2279
2280,1627,A1,M,30,Bagalkot,Group Attack (Prior Enmity),2280
2281,1627,A2,M,36,Bagalkot,Group Attack (Prior Enmity),2281
2282,1628,A1,M,37,Mangaluru (Dakshina Kannada),Fake Investment App,2282
2283,1628,A2,F,50,Mangaluru (Dakshina Kannada),SIM-Swap Fraud,2283
2284,1628,A3,F,16,Mangaluru (Dakshina Kannada),Social Media Impersonation,2284
2285,1629,A1,M,35,Tumakuru,Weapon-Assisted Assault,2285
2286,1629,A2,M,40,Tumakuru,Weapon-Assisted Assault,2286
2287,1630,A1,M,21,Belagavi,Stalking Prior to Offence,2287
2288,1631,A1,M,47,Bengaluru Rural,Social Media Impersonation,2288
2289,1632,A1,M,16,Chitradurga,Break-in via Rear Entry,2289
2290,1633,A1,F,34,Hubballi-Dharwad,Confrontation over Dispute,2290
2291,1633,A2,M,18,Hubballi-Dharwad,Group Attack (Prior Enmity),2291
2292,1634,A1,M,35,Bidar,Courier via Public Transport,2292
2293,1634,A2,M,37,Bidar,Courier via Public Transport,2293
2294,1635,A1,M,19,Vijayapura,Group Attack (Prior Enmity),2294
2295,1636,A1,F,37,Shivamogga,Chit Fund Default,2295
2296,1637,A1,M,34,Mangaluru (Dakshina Kannada),Snatching in Transit,2296
2297,1638,A1,M,29,Bengaluru City,Sudden Armed Assault,2297
2298,1639,A1,F,23,Ballari,Shop Lock-Break,2298
2299,1640,A1,M,28,Kodagu,Shell Company Cheating,2299
2300,1640,A2,M,26,Kodagu,Shell Company Cheating,2300
2301,1641,A1,M,36,Udupi,Home Cultivation/Storage,2301
2302,1641,A2,M,38,Udupi,Cross-Border Transit Route,2302
2303,1642,A1,M,25,Udupi,Shell Company Cheating,2303
2304,1643,A1,F,24,Ballari,Break-in via Rear Entry,2304
2305,1644,A1,M,38,Mysuru,Shop Lock-Break,2305
2306,1644,A2,M,22,Mysuru,Vehicle Theft (Parked),2306
2307,1644,A3,M,30,Mysuru,Snatching in Transit,2307
2308,1645,A1,M,27,Udupi,Break-in via Rear Entry,2308
2309,1647,A1,M,28,Tumakuru,Dowry-Related Coercion,2309
2310,1647,A2,M,21,Tumakuru,Known-Person Domestic Abuse,2310
2311,1648,A1,M,16,Davanagere,Vehicle Theft (Parked),2311
2312,1649,A1,M,27,Mysuru,Shop Lock-Break,2312
2313,1650,A1,M,16,Tumakuru,Shell Company Cheating,2313
2314,1651,A1,M,26,Bengaluru Rural,Shell Company Cheating,2314
2315,1653,A1,M,32,Yadgir,SIM-Swap Fraud,2315
2316,1655,A1,M,16,Bengaluru City,Forged Document Trail,2316
2317,1656,A1,M,32,Mangaluru (Dakshina Kannada),Snatching in Transit,2317
2318,1656,A2,M,30,Mangaluru (Dakshina Kannada),Break-in via Rear Entry,2318
2319,1657,A1,M,27,Mysuru,Social-Media Incited Assembly,2319
2320,1658,A1,M,27,Tumakuru,Social Media Impersonation,2320
2321,1659,A1,F,16,Kolar,Night-time House Break-in,2321
2322,1660,A1,M,32,Davanagere,Courier via Public Transport,2322
2323,1661,A1,M,32,Bengaluru City,Snatching in Transit,2323
2324,1662,A1,M,32,Davanagere,Snatching in Transit,2324
2325,1662,A2,M,27,Davanagere,Night-time House Break-in,2325
2326,1663,A1,M,19,Bengaluru Rural,Shop Lock-Break,2326
2327,1664,A1,M,41,Kalaburagi,Courier via Public Transport,2327
2328,1664,A2,M,20,Kalaburagi,Courier via Public Transport,2328
2329,1664,A3,M,21,Kalaburagi,Cross-Border Transit Route,2329
2330,1665,A1,F,31,Shivamogga,Vehicle Theft (Parked),2330
2331,1667,A1,M,27,Belagavi,Stalking Prior to Offence,2331
2332,1668,A1,F,27,Gadag,Sudden Armed Assault,2332
2333,1669,A1,M,53,Belagavi,Snatching in Transit,2333
2334,1669,A2,M,40,Belagavi,Shop Lock-Break,2334
2335,1670,A1,F,27,Bengaluru Rural,Fake Investment App,2335
2336,1671,A1,M,33,Bengaluru Rural,Workplace Harassment,2336
2337,1672,A1,M,27,Hubballi-Dharwad,Group Attack (Prior Enmity),2337
2338,1673,A1,M,42,Mangaluru (Dakshina Kannada),Shop Lock-Break,2338
2339,1674,A1,M,18,Tumakuru,Sudden Armed Assault,2339
2340,1675,A1,M,30,Tumakuru,Group Attack (Prior Enmity),2340
2341,1676,A1,M,35,Bengaluru City,Confrontation over Dispute,2341
2342,1677,A1,M,42,Ballari,Shop Lock-Break,2342
2343,1678,A1,M,34,Kodagu,Forged Document Trail,2343
2344,1679,A1,M,31,Bengaluru City,Break-in via Rear Entry,2344
2345,1680,A1,M,24,Kodagu,Shell Company Cheating,2345
2346,1680,A2,M,19,Kodagu,Chit Fund Default,2346
2347,1681,A1,M,16,Belagavi,Forged Document Trail,2347
2348,1681,A2,M,23,Belagavi,Shell Company Cheating,2348
2349,1681,A3,M,35,Belagavi,Chit Fund Default,2349
2350,1682,A1,M,30,Kodagu,Cheque Bounce Fraud,2350
2351,1682,A2,F,22,Kodagu,Chit Fund Default,2351
2352,1683,A1,M,29,Tumakuru,Workplace Harassment,2352
2353,1684,A1,F,24,Mysuru,Weapon-Assisted Assault,2353
2354,1685,A1,M,46,Shivamogga,Forged Document Trail,2354
2355,1685,A2,M,32,Shivamogga,Forged Document Trail,2355
2356,1686,A1,M,46,Kalaburagi,Sudden Armed Assault,2356
2357,1687,A1,M,22,Yadgir,Stalking Prior to Offence,2357
2358,1688,A1,M,38,Bengaluru City,Organized Group Mobilization,2358
2359,1689,A1,M,31,Bengaluru Rural,Stalking Prior to Offence,2359
2360,1689,A2,M,28,Bengaluru Rural,Workplace Harassment,2360
2361,1690,A1,M,27,Hubballi-Dharwad,Forged Document Trail,2361
2362,1691,A1,M,40,Udupi,Snatching in Transit,2362
2363,1691,A2,M,19,Udupi,Shop Lock-Break,2363
2364,1692,A1,M,28,Vijayapura,Shop Lock-Break,2364
2365,1693,A1,M,33,Kalaburagi,Snatching in Transit,2365
2366,1693,A2,M,30,Kalaburagi,Night-time House Break-in,2366
2367,1694,A1,M,29,Ramanagara,Courier via Public Transport,2367
2368,1695,A1,M,26,Mangaluru (Dakshina Kannada),Workplace Harassment,2368
2369,1695,A2,F,39,Mangaluru (Dakshina Kannada),Known-Person Domestic Abuse,2369
2370,1696,A1,M,32,Tumakuru,Sudden Armed Assault,2370
2371,1697,A1,M,25,Haveri,Snatching in Transit,2371
2372,1698,A1,M,38,Uttara Kannada,Shell Company Cheating,2372
2373,1699,A1,M,22,Davanagere,Confrontation over Dispute,2373
2374,1700,A1,M,31,Uttara Kannada,Workplace Harassment,2374
2375,1701,A1,M,27,Bidar,Break-in via Rear Entry,2375
2376,1702,A1,F,38,Ballari,Confrontation over Dispute,2376
2377,1705,A1,M,34,Ramanagara,Confrontation over Dispute,2377
2378,1705,A2,M,30,Ramanagara,Weapon-Assisted Assault,2378
2379,1706,A1,M,31,Belagavi,Break-in via Rear Entry,2379
2380,1706,A2,M,27,Belagavi,Snatching in Transit,2380
2381,1707,A1,M,26,Belagavi,Chit Fund Default,2381
2382,1707,A2,M,40,Belagavi,Chit Fund Default,2382
2383,1707,A3,M,16,Belagavi,Cheque Bounce Fraud,2383
2384,1708,A1,F,26,Bagalkot,Cheque Bounce Fraud,2384
2385,1708,A2,M,43,Bagalkot,Shell Company Cheating,2385
2386,1709,A1,M,30,Mysuru,Sudden Armed Assault,2386
2387,1709,A2,M,49,Mysuru,Weapon-Assisted Assault,2387
2388,1710,A1,M,39,Hubballi-Dharwad,Stalking Prior to Offence,2388
2389,1711,A1,M,43,Udupi,Break-in via Rear Entry,2389
2390,1711,A2,F,37,Udupi,Snatching in Transit,2390
2391,1713,A1,M,20,Ramanagara,Vehicle Theft (Parked),2391
2392,1714,A1,M,33,Kolar,Weapon-Assisted Assault,2392
2393,1714,A2,M,24,Kolar,Confrontation over Dispute,2393
2394,1715,A1,M,38,Bengaluru City,Dowry-Related Coercion,2394
2395,1715,A2,M,31,Bengaluru City,Stalking Prior to Offence,2395
2396,1716,A1,M,29,Bengaluru City,Shell Company Cheating,2396
2397,1717,A1,M,22,Udupi,Confrontation over Dispute,2397
2398,1717,A2,M,25,Udupi,Weapon-Assisted Assault,2398
2399,1718,A1,M,16,Davanagere,Night-time House Break-in,2399
2400,1719,A1,M,38,Shivamogga,Weapon-Assisted Assault,2400
2401,1720,A1,M,49,Shivamogga,Shop Lock-Break,2401
2402,1721,A1,M,34,Belagavi,Chit Fund Default,2402
2403,1721,A2,M,40,Belagavi,Cheque Bounce Fraud,2403
2404,1721,A3,F,43,Belagavi,Cheque Bounce Fraud,2404
2405,1722,A1,M,39,Belagavi,Sudden Armed Assault,2405
2406,1722,A2,M,16,Belagavi,Confrontation over Dispute,2406
2407,1723,A1,F,22,Ballari,Workplace Harassment,2407
2408,1725,A1,M,40,Mangaluru (Dakshina Kannada),Cheque Bounce Fraud,2408
2409,1726,A1,M,24,Bengaluru City,Workplace Harassment,2409
2410,1727,A1,M,42,Bengaluru Rural,Group Attack (Prior Enmity),2410
2411,1727,A2,M,26,Bengaluru Rural,Weapon-Assisted Assault,2411
2412,1729,A1,M,33,Kodagu,Known-Person Domestic Abuse,2412
2413,1729,A2,M,41,Kodagu,Stalking Prior to Offence,2413
2414,1730,A1,M,24,Belagavi,Snatching in Transit,2414
2415,1730,A2,M,21,Belagavi,Break-in via Rear Entry,2415
2416,1731,A1,M,22,Bengaluru Rural,Known-Person Domestic Abuse,2416
2417,1731,A2,M,35,Bengaluru Rural,Dowry-Related Coercion,2417
2418,1731,A3,F,39,Bengaluru Rural,Dowry-Related Coercion,2418
2419,1732,A1,M,37,Mysuru,Chit Fund Default,2419
2420,1733,A1,F,32,Hubballi-Dharwad,Night-time House Break-in,2420
2421,1734,A1,M,20,Mysuru,Night-time House Break-in,2421
2422,1734,A2,M,21,Mysuru,Vehicle Theft (Parked),2422
2423,1735,A1,M,23,Mysuru,Cross-Border Transit Route,2423
2424,1735,A2,M,28,Mysuru,Courier via Public Transport,2424
2425,1736,A1,M,26,Raichur,Social Media Impersonation,2425
2426,1736,A2,M,16,Raichur,Phishing Link / OTP Fraud,2426
2427,1738,A1,M,23,Raichur,Dowry-Related Coercion,2427
2428,1738,A2,M,22,Raichur,Workplace Harassment,2428
2429,1739,A1,M,27,Chamarajanagar,Cheque Bounce Fraud,2429
2430,1740,A1,M,22,Bidar,Sudden Armed Assault,2430
2431,1741,A1,M,16,Hassan,Social Media Impersonation,2431
2432,1742,A1,M,33,Chitradurga,Sudden Armed Assault,2432
2433,1743,A1,M,28,Hassan,Workplace Harassment,2433
2434,1743,A2,M,20,Hassan,Workplace Harassment,2434
2435,1743,A3,M,16,Hassan,Stalking Prior to Offence,2435
2436,1744,A1,M,27,Hubballi-Dharwad,Night-time House Break-in,2436
2437,1744,A2,M,25,Hubballi-Dharwad,Vehicle Theft (Parked),2437
2438,1745,A1,M,34,Bidar,Night-time House Break-in,2438
2439,1745,A2,M,30,Bidar,Night-time House Break-in,2439
2440,1745,A3,M,34,Bidar,Shop Lock-Break,2440
2441,1746,A1,M,36,Bengaluru City,Confrontation over Dispute,2441
2442,1746,A2,M,19,Bengaluru City,Sudden Armed Assault,2442
2443,1748,A1,F,38,Bengaluru Rural,Shell Company Cheating,2443
2444,1748,A2,M,32,Bengaluru Rural,Chit Fund Default,2444
2445,1748,A3,F,24,Bengaluru Rural,Cheque Bounce Fraud,2445
2446,1749,A1,M,22,Hubballi-Dharwad,Group Attack (Prior Enmity),2446
2447,1751,A1,M,35,Belagavi,Phishing Link / OTP Fraud,2447
2448,1752,A1,M,17,Bengaluru City,Social Media Impersonation,2448
2449,1753,A1,M,25,Koppal,Break-in via Rear Entry,2449
2450,1753,A2,M,19,Koppal,Shop Lock-Break,2450
2451,1754,A1,F,21,Belagavi,Confrontation over Dispute,2451
2452,1754,A2,M,24,Belagavi,Sudden Armed Assault,2452
2453,1755,A1,M,27,Hassan,Snatching in Transit,2453
2454,1756,A1,M,22,Hassan,Shop Lock-Break,2454
2455,1757,A1,M,19,Belagavi,Cross-Border Transit Route,2455
2456,1758,A1,F,32,Davanagere,Dowry-Related Coercion,2456
2457,1759,A1,F,25,Bagalkot,Shop Lock-Break,2457
2458,1759,A2,M,29,Bagalkot,Night-time House Break-in,2458
2459,1760,A1,M,37,Koppal,Sudden Armed Assault,2459
2460,1761,A1,F,32,Bengaluru City,Chit Fund Default,2460
2461,1762,A1,M,38,Yadgir,Night-time House Break-in,2461
2462,1763,A1,M,31,Mangaluru (Dakshina Kannada),Dowry-Related Coercion,2462
2463,1763,A2,M,16,Mangaluru (Dakshina Kannada),Workplace Harassment,2463
2464,1764,A1,M,30,Belagavi,Confrontation over Dispute,2464
2465,1764,A2,M,21,Belagavi,Sudden Armed Assault,2465
2466,1765,A1,M,33,Haveri,Stalking Prior to Offence,2466
2467,1766,A1,M,38,Koppal,Forged Document Trail,2467
2468,1767,A1,M,19,Bengaluru City,Vehicle Theft (Parked),2468
2469,1768,A1,M,16,Tumakuru,Chit Fund Default,2469
2470,1768,A2,M,31,Tumakuru,Forged Document Trail,2470
2471,1768,A3,F,21,Tumakuru,Chit Fund Default,2471
2472,1769,A1,M,40,Ramanagara,Weapon-Assisted Assault,2472
2473,1769,A2,M,33,Ramanagara,Group Attack (Prior Enmity),2473
2474,1770,A1,M,25,Bengaluru City,Night-time House Break-in,2474
2475,1771,A1,M,21,Ballari,Known-Person Domestic Abuse,2475
2476,1771,A2,M,42,Ballari,Known-Person Domestic Abuse,2476
2477,1772,A1,M,28,Chamarajanagar,Home Cultivation/Storage,2477
2478,1773,A1,M,46,Bagalkot,Known-Person Domestic Abuse,2478
2479,1774,A1,F,30,Mandya,Snatching in Transit,2479
2480,1774,A2,M,29,Mandya,Night-time House Break-in,2480
2481,1775,A1,M,20,Chamarajanagar,Break-in via Rear Entry,2481
2482,1776,A1,M,27,Mandya,Weapon-Assisted Assault,2482
2483,1776,A2,M,31,Mandya,Confrontation over Dispute,2483
2484,1777,A1,M,33,Chamarajanagar,Dowry-Related Coercion,2484
2485,1777,A2,M,22,Chamarajanagar,Workplace Harassment,2485
2486,1778,A1,M,26,Bengaluru Rural,Stalking Prior to Offence,2486
2487,1779,A1,M,38,Mangaluru (Dakshina Kannada),Stalking Prior to Offence,2487
2488,1780,A1,M,25,Kodagu,Snatching in Transit,2488
2489,1781,A1,M,32,Shivamogga,Sudden Armed Assault,2489
2490,1781,A2,M,19,Shivamogga,Group Attack (Prior Enmity),2490
2491,1782,A1,M,32,Hassan,Group Attack (Prior Enmity),2491
2492,1783,A1,M,42,Yadgir,Snatching in Transit,2492
2493,1783,A2,M,27,Yadgir,Snatching in Transit,2493
2494,1784,A1,M,31,Davanagere,Shop Lock-Break,2494
2495,1784,A2,M,28,Davanagere,Snatching in Transit,2495
2496,1784,A3,M,28,Davanagere,Night-time House Break-in,2496
2497,1785,A1,M,17,Bengaluru Rural,Phishing Link / OTP Fraud,2497
2498,1786,A1,M,21,Chamarajanagar,Shop Lock-Break,2498
2499,1787,A1,M,32,Hassan,Weapon-Assisted Assault,2499
2500,1788,A1,M,32,Koppal,Night-time House Break-in,2500
2501,1789,A1,F,44,Belagavi,Sudden Armed Assault,2501
2502,1789,A2,M,52,Belagavi,Sudden Armed Assault,2502
2503,1789,A3,M,29,Belagavi,Sudden Armed Assault,2503
2504,1790,A1,M,26,Haveri,Sudden Armed Assault,2504
2505,1791,A1,M,27,Chamarajanagar,Chit Fund Default,2505
2506,1792,A1,M,28,Udupi,Night-time House Break-in,2506
2507,1792,A2,M,25,Udupi,Shop Lock-Break,2507
2508,1793,A1,F,33,Kodagu,Known-Person Domestic Abuse,2508
2509,1794,A1,M,43,Koppal,Workplace Harassment,2509
2510,1794,A2,M,25,Koppal,Workplace Harassment,2510
2511,1795,A1,M,40,Ballari,Fake Investment App,2511
2512,1796,A1,M,44,Chamarajanagar,Snatching in Transit,2512
2513,1797,A1,M,20,Bengaluru Rural,Shell Company Cheating,2513
2514,1797,A2,M,21,Bengaluru Rural,Shell Company Cheating,2514
2515,1799,A1,M,34,Mysuru,Dowry-Related Coercion,2515
2516,1800,A1,M,25,Raichur,Vehicle Theft (Parked),2516
2517,1801,A1,F,23,Hassan,Weapon-Assisted Assault,2517
2518,1802,A1,M,32,Davanagere,Confrontation over Dispute,2518
2519,1802,A2,F,37,Davanagere,Weapon-Assisted Assault,2519
2520,1803,A1,M,39,Yadgir,Dowry-Related Coercion,2520
2521,1804,A1,M,17,Kodagu,Dowry-Related Coercion,2521
2522,1806,A1,M,31,Chamarajanagar,Shop Lock-Break,2522
2523,1807,A1,F,18,Belagavi,Home Cultivation/Storage,2523
2524,1808,A1,M,30,Belagavi,Snatching in Transit,2524
2525,1808,A2,M,27,Belagavi,Vehicle Theft (Parked),2525
2526,1809,A1,M,34,Tumakuru,Cross-Border Transit Route,2526
2527,1810,A1,M,36,Ballari,Confrontation over Dispute,2527
2528,1811,A1,F,34,Udupi,Weapon-Assisted Assault,2528
2529,1812,A1,M,21,Yadgir,Known-Person Domestic Abuse,2529
2530,1812,A2,M,31,Yadgir,Workplace Harassment,2530
2531,1812,A3,M,22,Yadgir,Known-Person Domestic Abuse,2531
2532,1813,A1,M,40,Tumakuru,Workplace Harassment,2532
2533,1813,A2,M,21,Tumakuru,Known-Person Domestic Abuse,2533
2534,1813,A3,M,33,Tumakuru,Stalking Prior to Offence,2534
2535,1814,A1,M,46,Bengaluru City,Break-in via Rear Entry,2535
2536,1814,A2,M,22,Bengaluru City,Break-in via Rear Entry,2536
2537,1815,A1,M,28,Mangaluru (Dakshina Kannada),Cheque Bounce Fraud,2537
2538,1815,A2,M,16,Mangaluru (Dakshina Kannada),Cheque Bounce Fraud,2538
2539,1816,A1,M,35,Belagavi,Home Cultivation/Storage,2539
2540,1816,A2,F,16,Belagavi,Home Cultivation/Storage,2540
2541,1817,A1,M,23,Kolar,Sudden Armed Assault,2541
2542,1817,A2,M,16,Kolar,Group Attack (Prior Enmity),2542
2543,1818,A1,M,36,Bengaluru Rural,Chit Fund Default,2543
2544,1819,A1,M,18,Bidar,Forged Document Trail,2544
2545,1820,A1,M,25,Hubballi-Dharwad,Night-time House Break-in,2545
2546,1821,A1,F,25,Bagalkot,Organized Group Mobilization,2546
2547,1822,A1,M,26,Bidar,Organized Group Mobilization,2547
2548,1822,A2,M,16,Bidar,Organized Group Mobilization,2548
2549,1823,A1,M,53,Chitradurga,Break-in via Rear Entry,2549
2550,1823,A2,M,39,Chitradurga,Shop Lock-Break,2550
2551,1824,A1,F,24,Tumakuru,Vehicle Theft (Parked),2551
2552,1824,A2,M,32,Tumakuru,Snatching in Transit,2552
2553,1824,A3,M,43,Tumakuru,Break-in via Rear Entry,2553
2554,1825,A1,M,29,Bengaluru City,Social-Media Incited Assembly,2554
2555,1825,A2,M,30,Bengaluru City,Social-Media Incited Assembly,2555
2556,1825,A3,M,29,Bengaluru City,Organized Group Mobilization,2556
2557,1826,A1,M,28,Bengaluru Rural,Shop Lock-Break,2557
2558,1828,A1,M,16,Udupi,Forged Document Trail,2558
2559,1829,A1,M,42,Bengaluru Rural,Fake Investment App,2559
2560,1829,A2,M,33,Bengaluru Rural,Phishing Link / OTP Fraud,2560
2561,1830,A1,M,34,Raichur,Chit Fund Default,2561
2562,1831,A1,M,17,Kalaburagi,Break-in via Rear Entry,2562
2563,1832,A1,M,16,Ballari,Fake Investment App,2563
2564,1833,A1,M,16,Ramanagara,Group Attack (Prior Enmity),2564
2565,1833,A2,F,26,Ramanagara,Sudden Armed Assault,2565
2566,1834,A1,M,16,Kodagu,Cheque Bounce Fraud,2566
2567,1835,A1,M,35,Mangaluru (Dakshina Kannada),Dowry-Related Coercion,2567
2568,1836,A1,M,26,Bengaluru Rural,Organized Group Mobilization,2568
2569,1837,A1,M,26,Haveri,Stalking Prior to Offence,2569
2570,1838,A1,M,21,Kalaburagi,Break-in via Rear Entry,2570
2571,1839,A1,M,25,Tumakuru,Known-Person Domestic Abuse,2571
2572,1840,A1,M,24,Bengaluru City,Chit Fund Default,2572
2573,1840,A2,M,26,Bengaluru City,Forged Document Trail,2573
2574,1841,A1,F,32,Hassan,Workplace Harassment,2574
2575,1842,A1,F,29,Kolar,Sudden Armed Assault,2575
2576,1843,A1,F,31,Haveri,Night-time House Break-in,2576
2577,1844,A1,M,29,Kolar,Night-time House Break-in,2577
2578,1845,A1,M,31,Kolar,Snatching in Transit,2578
2579,1846,A1,M,32,Hubballi-Dharwad,Shop Lock-Break,2579
2580,1847,A1,M,27,Belagavi,Weapon-Assisted Assault,2580
2581,1850,A1,F,39,Shivamogga,Social Media Impersonation,2581
2582,1850,A2,M,35,Shivamogga,Phishing Link / OTP Fraud,2582
2583,1850,A3,M,37,Shivamogga,Fake Investment App,2583
2584,1851,A1,M,33,Mangaluru (Dakshina Kannada),Break-in via Rear Entry,2584
2585,1852,A1,M,31,Bagalkot,Shop Lock-Break,2585
2586,1853,A1,M,16,Ballari,Group Attack (Prior Enmity),2586
2587,1855,A1,M,31,Davanagere,Group Attack (Prior Enmity),2587
2588,1856,A1,M,35,Mysuru,Cheque Bounce Fraud,2588
2589,1857,A1,F,16,Hassan,Stalking Prior to Offence,2589
2590,1857,A2,M,23,Hassan,Workplace Harassment,2590
2591,1857,A3,M,19,Hassan,Stalking Prior to Offence,2591
