CaseMasterID,CrimeNo,District,PoliceStationNo,CrimeRegisteredDate,Year,Month,CaseCategory,GravityOffence,CrimeHead,CrimeSubHead,CaseStatus,latitude,longitude
1573,700020001202301573,Bengaluru Rural,1,2023-08-20,2023,8,Zero FIR,Non-Heinous,Economic Offences,Cheating,False Case,13.34332,77.54119
1574,400160003202401574,Udupi,3,2024-03-27,2024,3,UDR,Non-Heinous,Crimes Against Property,Theft,Closed,13.34628,74.801
1575,100290003202201575,Gadag,3,2022-06-25,2022,6,FIR,Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,15.45427,75.52537
1576,100280004202501576,Haveri,4,2025-02-16,2025,2,FIR,Non-Heinous,Cyber Crime,Phishing,False Case,14.81101,75.34701
1577,100230002202301577,Chamarajanagar,2,2023-07-25,2023,7,FIR,Non-Heinous,Crimes Against Body,Assault,Closed,11.9382,77.15419
1578,700050002202401578,Belagavi,2,2024-05-27,2024,5,Zero FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,15.80894,74.49543
1579,100190002202201579,Hassan,2,2022-04-01,2022,4,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,13.02953,76.18163
1580,100080004202401580,Ballari,4,2024-01-04,2024,1,FIR,Heinous,Crimes Against Body,Attempt to Murder,Closed,15.17147,77.02419
1581,100020003202601581,Bengaluru Rural,3,2026-05-14,2026,5,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,13.29475,77.52971
1582,100020002202501582,Bengaluru Rural,2,2025-11-25,2025,11,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.3047,77.48215
1583,100010003202501583,Bengaluru City,3,2025-01-04,2025,1,PAR,Heinous,Crimes Against Body,Grievous Hurt,False Case,12.98095,77.50763
1584,100180003202601584,Mandya,3,2026-04-15,2026,4,FIR,Non-Heinous,Crimes Against Property,Robbery,False Case,12.51822,76.88221
1585,100220001202301585,Yadgir,1,2023-12-08,2023,12,FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,16.68198,77.11008
1586,100050002202401586,Belagavi,2,2024-12-09,2024,12,PAR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,15.77022,74.51
1587,100090001202501587,Tumakuru,1,2025-08-01,2025,8,FIR,Non-Heinous,Crimes Against Property,Theft,Under Investigation,13.35581,77.11297
1588,100070002202401588,Hubballi-Dharwad,2,2024-07-25,2024,7,FIR,Non-Heinous,Crimes Against Body,Murder,False Case,15.27971,75.12884
1589,100030001202301589,Mysuru,1,2023-02-18,2023,2,PAR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,12.18584,76.7064
1590,100020002202301590,Bengaluru Rural,2,2023-05-13,2023,5,FIR,Non-Heinous,Public Order,Unlawful Assembly,Charge Sheeted,13.31403,77.57919
1591,700250003202201591,Ramanagara,3,2022-03-23,2022,3,Zero FIR,Non-Heinous,Narcotics,NDPS Possession,Under Investigation,12.67837,77.41559
1592,100100001202301592,Shivamogga,1,2023-02-12,2023,2,PAR,Heinous,Crimes Against Women,Sexual Assault,Undetected,13.90826,75.66046
1593,100050001202401593,Belagavi,1,2024-07-24,2024,7,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,15.87591,74.40363
1594,400190001202501594,Hassan,1,2025-12-01,2025,12,UDR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.98802,76.17044
1595,100010001202301595,Bengaluru City,1,2023-03-15,2023,3,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,12.93396,77.72496
1596,100280001202601596,Haveri,1,2026-02-27,2026,2,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,14.84651,75.40536
1597,400070003202601597,Hubballi-Dharwad,3,2026-11-01,2026,11,UDR,Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,15.37661,75.1758
1598,100290002202601598,Gadag,2,2026-02-15,2026,2,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,15.44079,75.68251
1599,100110002202401599,Davanagere,2,2024-08-23,2024,8,FIR,Heinous,Narcotics,NDPS Possession,Charge Sheeted,14.50479,76.00388
1600,400110003202301600,Davanagere,3,2023-12-25,2023,12,UDR,Non-Heinous,Narcotics,NDPS Possession,Under Investigation,14.46451,75.91693
1601,100130003202201601,Raichur,3,2022-12-02,2022,12,FIR,Non-Heinous,Crimes Against Property,Robbery,Charge Sheeted,16.23119,77.37486
1602,100010004202401602,Bengaluru City,4,2024-09-04,2024,9,FIR,Heinous,Crimes Against Body,Grievous Hurt,Undetected,12.93528,77.5495
1603,100110003202501603,Davanagere,3,2025-11-19,2025,11,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,14.47797,75.95435
1604,100130002202301604,Raichur,2,2023-01-03,2023,1,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,16.2742,77.44228
1605,100190002202301605,Hassan,2,2023-09-27,2023,9,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,13.06116,76.0983
1606,100240004202201606,Kodagu,4,2022-07-15,2022,7,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.38113,75.78102
1607,400080003202601607,Ballari,3,2026-09-06,2026,9,UDR,Non-Heinous,Cyber Crime,Phishing,Closed,15.15388,76.90642
1608,100040001202401608,Mangaluru (Dakshina Kannada),1,2024-03-04,2024,3,FIR,Non-Heinous,Economic Offences,Cheating,Closed,12.8725,74.90636
1609,100110003202301609,Davanagere,3,2023-06-14,2023,6,PAR,Non-Heinous,Economic Offences,Cheating,Under Investigation,14.52229,75.97953
1610,100050004202501610,Belagavi,4,2025-10-25,2025,10,FIR,Non-Heinous,Economic Offences,Cheating,Closed,15.81639,74.54003
1611,100020004202401611,Bengaluru Rural,4,2024-05-22,2024,5,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Undetected,13.29221,77.5978
1612,100020002202501612,Bengaluru Rural,2,2025-08-12,2025,8,FIR,Heinous,Crimes Against Women,Molestation,Closed,13.23545,77.58971
1613,100040002202601613,Mangaluru (Dakshina Kannada),2,2026-05-17,2026,5,FIR,Heinous,Crimes Against Women,Domestic Violence,Closed,13.0162,74.94259
1614,100170001202601614,Kolar,1,2026-03-12,2026,3,FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,13.06389,78.09519
1615,100020004202501615,Bengaluru Rural,4,2025-01-07,2025,1,PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,13.38653,77.52612
1616,700050004202501616,Belagavi,4,2025-12-13,2025,12,Zero FIR,Non-Heinous,Crimes Against Body,Attempt to Murder,Closed,15.85364,74.4184
1617,100290003202601617,Gadag,3,2026-10-16,2026,10,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,15.4928,75.70185
1618,100050002202501618,Belagavi,2,2025-12-27,2025,12,FIR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,15.79727,74.53318
1619,700050003202501619,Belagavi,3,2025-07-27,2025,7,Zero FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,15.88325,74.47331
1620,100020001202201620,Bengaluru Rural,1,2022-01-15,2022,1,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Charge Sheeted,13.34574,77.51903
1621,100020003202401621,Bengaluru Rural,3,2024-09-09,2024,9,FIR,Heinous,Crimes Against Body,Attempt to Murder,Undetected,13.36228,77.61004
1622,100020004202501622,Bengaluru Rural,4,2025-08-13,2025,8,FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,13.36518,77.63341
1623,100060003202501623,Kalaburagi,3,2025-11-01,2025,11,PAR,Non-Heinous,Cyber Crime,Identity Theft,Closed,17.29743,76.77605
1624,100180003202301624,Mandya,3,2023-10-15,2023,10,FIR,Non-Heinous,Crimes Against Property,Theft,False Case,12.61194,76.89713
1625,100030001202401625,Mysuru,1,2024-12-15,2024,12,FIR,Non-Heinous,Cyber Crime,Online Fraud,Closed,12.28918,76.58646
1626,100010001202401626,Bengaluru City,1,2024-01-25,2024,1,FIR,Non-Heinous,Cyber Crime,Online Fraud,False Case,12.90696,77.60263
1627,400140001202401627,Bidar,1,2024-04-11,2024,4,UDR,Non-Heinous,Economic Offences,Forgery,Closed,17.89888,77.53406
1628,100160004202301628,Udupi,4,2023-08-04,2023,8,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Closed,13.45832,74.72192
1629,100010003202301629,Bengaluru City,3,2023-07-08,2023,7,FIR,Heinous,Crimes Against Body,Grievous Hurt,False Case,13.00368,77.721
1630,100010002202401630,Bengaluru City,2,2024-05-02,2024,5,FIR,Heinous,Crimes Against Body,Murder,False Case,13.0537,77.53082
1631,100070001202501631,Hubballi-Dharwad,1,2025-01-27,2025,1,PAR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Under Investigation,15.32851,75.0929
1632,100040001202501632,Mangaluru (Dakshina Kannada),1,2025-05-21,2025,5,FIR,Heinous,Crimes Against Body,Attempt to Murder,Closed,12.89589,74.79435
1633,100020001202601633,Bengaluru Rural,1,2026-03-09,2026,3,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,13.28693,77.59609
1634,100030003202401634,Mysuru,3,2024-06-22,2024,6,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,12.29744,76.63708
1635,100040003202301635,Mangaluru (Dakshina Kannada),3,2023-01-13,2023,1,FIR,Non-Heinous,Economic Offences,Forgery,False Case,12.91094,74.9058
1636,100120004202501636,Vijayapura,4,2025-06-11,2025,6,FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,16.87995,75.68213
1637,100190003202201637,Hassan,3,2022-05-11,2022,5,FIR,Non-Heinous,Crimes Against Property,Robbery,Undetected,13.04053,76.11221
1638,100100002202501638,Shivamogga,2,2025-04-12,2025,4,FIR,Non-Heinous,Crimes Against Women,Dowry Harassment,Charge Sheeted,13.85876,75.49118
1639,100020001202401639,Bengaluru Rural,1,2024-03-11,2024,3,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.19954,77.77715
1640,100090003202301640,Tumakuru,3,2023-10-08,2023,10,FIR,Non-Heinous,Crimes Against Property,Theft,Undetected,13.25862,77.24687
1641,100050002202401641,Belagavi,2,2024-04-10,2024,4,FIR,Heinous,Crimes Against Body,Attempt to Murder,Under Investigation,15.87853,74.55176
1642,700050003202401642,Belagavi,3,2024-12-02,2024,12,Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,15.84672,74.52272
1643,100010001202601643,Bengaluru City,1,2026-08-17,2026,8,FIR,Heinous,Narcotics,NDPS Trafficking,Undetected,12.81744,77.60199
1644,100040001202601644,Mangaluru (Dakshina Kannada),1,2026-07-05,2026,7,FIR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,12.99561,74.88593
1645,100220004202301645,Yadgir,4,2023-12-10,2023,12,FIR,Non-Heinous,Economic Offences,Forgery,Charge Sheeted,16.79673,77.07485
1646,100200002202201646,Chitradurga,2,2022-07-12,2022,7,FIR,Non-Heinous,Cyber Crime,Identity Theft,Undetected,14.15226,76.40739
1647,100220001202501647,Yadgir,1,2025-07-14,2025,7,FIR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,16.81534,77.05794
1648,100020004202301648,Bengaluru Rural,4,2023-09-15,2023,9,FIR,Non-Heinous,Crimes Against Body,Murder,Charge Sheeted,13.3594,77.49417
1649,700030003202601649,Mysuru,3,2026-05-22,2026,5,Zero FIR,Heinous,Crimes Against Women,Sexual Assault,Under Investigation,12.33586,76.73933
1650,100030004202501650,Mysuru,4,2025-09-12,2025,9,FIR,Non-Heinous,Economic Offences,Forgery,Under Investigation,12.25125,76.5614
1651,100230001202401651,Chamarajanagar,1,2024-08-16,2024,8,FIR,Heinous,Crimes Against Women,Molestation,Under Investigation,11.92907,77.05047
1652,100030001202401652,Mysuru,1,2024-07-21,2024,7,FIR,Non-Heinous,Economic Offences,Cheating,Closed,12.36583,76.75628
1653,100020001202601653,Bengaluru Rural,1,2026-09-25,2026,9,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Undetected,13.28123,77.52618
1654,100030001202601654,Mysuru,1,2026-11-18,2026,11,FIR,Non-Heinous,Crimes Against Property,Dacoity,Undetected,12.29877,76.64942
1655,100230004202601655,Chamarajanagar,4,2026-08-02,2026,8,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Under Investigation,11.91908,76.93411
1656,100040003202401656,Mangaluru (Dakshina Kannada),3,2024-06-22,2024,6,FIR,Non-Heinous,Economic Offences,Forgery,Undetected,13.01379,74.86537
1657,100010003202301657,Bengaluru City,3,2023-08-15,2023,8,FIR,Non-Heinous,Cyber Crime,Identity Theft,Under Investigation,13.00009,77.58918
1658,100050004202401658,Belagavi,4,2024-08-03,2024,8,FIR,Non-Heinous,Crimes Against Property,Robbery,Closed,15.79694,74.50372
1659,100090001202601659,Tumakuru,1,2026-04-01,2026,4,PAR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,13.31219,77.10561
1660,100050001202601660,Belagavi,1,2026-03-07,2026,3,FIR,Non-Heinous,Crimes Against Property,Dacoity,Charge Sheeted,15.93177,74.53523
1661,100040002202601661,Mangaluru (Dakshina Kannada),2,2026-10-06,2026,10,FIR,Non-Heinous,Cyber Crime,Phishing,False Case,13.00943,74.87064
1662,100140001202401662,Bidar,1,2024-05-05,2024,5,FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,17.95565,77.53531
1663,700020003202401663,Bengaluru Rural,3,2024-09-07,2024,9,Zero FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,13.23502,77.63982
1664,400190003202401664,Hassan,3,2024-01-01,2024,1,UDR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Undetected,13.05306,76.01769
1665,700140002202301665,Bidar,2,2023-06-02,2023,6,Zero FIR,Non-Heinous,Crimes Against Property,Robbery,Under Investigation,17.93414,77.55581
1666,100090002202501666,Tumakuru,2,2025-12-18,2025,12,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,13.4431,77.08217
1667,100240001202301667,Kodagu,1,2023-08-09,2023,8,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,12.3205,75.86555
1668,100300003202501668,Uttara Kannada,3,2025-01-16,2025,1,PAR,Non-Heinous,Crimes Against Body,Murder,False Case,14.81561,74.71771
1669,100170003202301669,Kolar,3,2023-08-13,2023,8,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,13.14084,78.09011
1670,100020001202301670,Bengaluru Rural,1,2023-03-19,2023,3,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Charge Sheeted,13.40073,77.51176
1671,400110002202501671,Davanagere,2,2025-08-08,2025,8,UDR,Non-Heinous,Crimes Against Body,Assault,Charge Sheeted,14.45993,75.92377
1672,700280001202201672,Haveri,1,2022-11-06,2022,11,Zero FIR,Heinous,Crimes Against Body,Murder,Under Investigation,14.82166,75.35775
1673,700190002202501673,Hassan,2,2025-09-05,2025,9,Zero FIR,Non-Heinous,Crimes Against Body,Assault,Closed,12.98015,76.05395
1674,400090003202201674,Tumakuru,3,2022-01-11,2022,1,UDR,Heinous,Crimes Against Women,Sexual Assault,Under Investigation,13.22293,77.20331
1675,100170004202401675,Kolar,4,2024-08-10,2024,8,FIR,Non-Heinous,Economic Offences,Cheating,Charge Sheeted,13.15148,78.08488
1676,400170003202501676,Kolar,3,2025-12-11,2025,12,UDR,Heinous,Crimes Against Women,Domestic Violence,Under Investigation,13.05876,78.03255
1677,100030001202601677,Mysuru,1,2026-02-13,2026,2,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,False Case,12.34085,76.57935
1678,100260001202301678,Chikkaballapur,1,2023-06-16,2023,6,FIR,Non-Heinous,Crimes Against Women,Molestation,Closed,13.49203,77.69308
1679,100270002202201679,Bagalkot,2,2022-03-20,2022,3,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,16.17545,75.57694
1680,100290003202301680,Gadag,3,2023-09-19,2023,9,FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,False Case,15.47157,75.7295
1681,100050001202601681,Belagavi,1,2026-12-09,2026,12,FIR,Heinous,Crimes Against Body,Assault,Under Investigation,15.86307,74.49391
1682,100070003202301682,Hubballi-Dharwad,3,2023-12-14,2023,12,FIR,Non-Heinous,Crimes Against Women,Sexual Assault,Closed,15.44118,75.1158
1683,100220003202301683,Yadgir,3,2023-03-08,2023,3,FIR,Non-Heinous,Cyber Crime,Identity Theft,Charge Sheeted,16.6518,77.12099
1684,100200003202501684,Chitradurga,3,2025-08-14,2025,8,FIR,Non-Heinous,Crimes Against Body,Murder,Under Investigation,14.18382,76.38219
1685,700030001202501685,Mysuru,1,2025-11-14,2025,11,Zero FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.31591,76.60622
1686,700160002202401686,Udupi,2,2024-07-01,2024,7,Zero FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,13.31061,74.82006
1687,100220001202601687,Yadgir,1,2026-01-20,2026,1,FIR,Non-Heinous,Cyber Crime,Online Fraud,Under Investigation,16.73455,77.25963
1688,100230002202201688,Chamarajanagar,2,2022-07-09,2022,7,FIR,Non-Heinous,Cyber Crime,Identity Theft,False Case,11.93951,76.93889
1689,100050004202201689,Belagavi,4,2022-01-05,2022,1,FIR,Heinous,Crimes Against Women,Sexual Assault,Closed,15.87722,74.59424
1690,100160003202601690,Udupi,3,2026-12-09,2026,12,FIR,Heinous,Crimes Against Body,Murder,Undetected,13.22385,74.6017
1691,100040003202201691,Mangaluru (Dakshina Kannada),3,2022-04-17,2022,4,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.97759,74.89624
1692,100080001202201692,Ballari,1,2022-02-16,2022,2,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,15.07297,76.91859
1693,100200002202601693,Chitradurga,2,2026-08-11,2026,8,FIR,Non-Heinous,Economic Offences,Cheating,Undetected,14.24277,76.44104
1694,100160002202201694,Udupi,2,2022-11-02,2022,11,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,13.42012,74.73187
1695,100290001202501695,Gadag,1,2025-01-21,2025,1,FIR,Non-Heinous,Crimes Against Body,Assault,Under Investigation,15.37655,75.53098
1696,100240002202301696,Kodagu,2,2023-07-06,2023,7,FIR,Non-Heinous,Crimes Against Property,Burglary,Charge Sheeted,12.30198,75.72978
1697,400280002202401697,Haveri,2,2024-08-04,2024,8,UDR,Non-Heinous,Crimes Against Body,Attempt to Murder,Undetected,14.86807,75.3642
1698,100010004202601698,Bengaluru City,4,2026-05-11,2026,5,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,12.93107,77.50888
1699,400250002202501699,Ramanagara,2,2025-12-20,2025,12,UDR,Non-Heinous,Crimes Against Body,Attempt to Murder,Charge Sheeted,12.67312,77.23975
1700,100160003202601700,Udupi,3,2026-12-19,2026,12,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,13.27521,74.74674
1701,100070003202301701,Hubballi-Dharwad,3,2023-07-10,2023,7,FIR,Non-Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,15.22414,75.17279
1702,100050002202501702,Belagavi,2,2025-06-04,2025,6,FIR,Non-Heinous,Crimes Against Property,Dacoity,Closed,15.83577,74.40246
1703,100040004202601703,Mangaluru (Dakshina Kannada),4,2026-05-16,2026,5,FIR,Non-Heinous,Public Order,Unlawful Assembly,Closed,12.9295,74.85948
1704,100040002202501704,Mangaluru (Dakshina Kannada),2,2025-01-14,2025,1,FIR,Non-Heinous,Cyber Crime,Cyberstalking,Under Investigation,12.77667,74.88415
1705,400110004202501705,Davanagere,4,2025-10-17,2025,10,UDR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,14.44421,76.08547
1706,100160004202601706,Udupi,4,2026-11-25,2026,11,FIR,Non-Heinous,Economic Offences,Forgery,Closed,13.34109,74.75255
1707,100270001202601707,Bagalkot,1,2026-01-25,2026,1,FIR,Non-Heinous,Crimes Against Property,Burglary,Under Investigation,16.18434,75.60303
1708,400050002202201708,Belagavi,2,2022-05-05,2022,5,UDR,Non-Heinous,Crimes Against Women,Molestation,Under Investigation,15.8157,74.48052
1709,100250001202201709,Ramanagara,1,2022-03-24,2022,3,FIR,Heinous,Crimes Against Body,Grievous Hurt,Under Investigation,12.59759,77.3087
1710,100010001202401710,Bengaluru City,1,2024-12-25,2024,12,FIR,Non-Heinous,Economic Offences,Forgery,False Case,12.97443,77.62518
1711,100090003202201711,Tumakuru,3,2022-06-20,2022,6,FIR,Non-Heinous,Crimes Against Property,Theft,Charge Sheeted,13.33482,77.17001
1712,100120001202301712,Vijayapura,1,2023-07-08,2023,7,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Charge Sheeted,16.77241,75.72826
1713,100010004202301713,Bengaluru City,4,2023-11-16,2023,11,FIR,Heinous,Crimes Against Body,Assault,Under Investigation,12.9495,77.63431
1714,100170003202201714,Kolar,3,2022-05-24,2022,5,FIR,Heinous,Crimes Against Women,Domestic Violence,Charge Sheeted,13.20977,78.09588
1715,700180004202501715,Mandya,4,2025-11-19,2025,11,Zero FIR,Non-Heinous,Economic Offences,Forgery,False Case,12.54607,76.84645
1716,700130003202201716,Raichur,3,2022-09-27,2022,9,Zero FIR,Non-Heinous,Economic Offences,Criminal Breach of Trust,Charge Sheeted,16.1453,77.43677
1717,100030001202601717,Mysuru,1,2026-11-05,2026,11,FIR,Non-Heinous,Narcotics,NDPS Trafficking,Under Investigation,12.38829,76.68299
1718,100190002202501718,Hassan,2,2025-12-23,2025,12,FIR,Heinous,Crimes Against Women,Molestation,Undetected,13.02446,76.08307
1719,100190001202601719,Hassan,1,2026-07-25,2026,7,PAR,Non-Heinous,Crimes Against Property,Dacoity,Under Investigation,12.99669,76.10429
1720,100140001202501720,Bidar,1,2025-07-08,2025,7,FIR,Non-Heinous,Crimes Against Property,Theft,Closed,17.88631,77.5418
1721,100080003202201721,Ballari,3,2022-08-03,2022,8,FIR,Non-Heinous,Cyber Crime,Online Fraud,Charge Sheeted,15.03786,76.91307
